timestamp,close,high,low,open,volume,availability_time
2026-02-19,680.8616943359375,682.5527199680946,677.9471901363287,680.2251236342836,58649400,2026-02-20 09:00:00
2026-02-20,685.7855834960938,686.4122580979458,678.126274472082,678.7131823752115,100034000,2026-02-21 09:00:00
2026-02-23,678.7827758789062,686.3525334522094,676.7734345413753,684.1940214696967,90558100,2026-02-24 09:00:00
2026-02-24,683.7164916992188,684.7112054782021,676.4053697086953,678.295350173768,73798700,2026-02-25 09:00:00
2026-02-25,689.4859008789062,690.0130676270821,686.4519751919497,686.53156929616,56369500,2026-02-26 09:00:00
2026-02-26,685.6561889648438,689.6350440416309,680.7323436648176,689.615191050754,71671000,2026-02-27 09:00:00
2026-02-27,682.3637084960938,683.2291046432514,678.0367277603054,679.4790749097389,83308900,2026-02-28 09:00:00
2026-03-02,682.7516479492188,684.9797970984218,674.4358553343317,675.1122534180175,87477200,2026-03-03 09:00:00
2026-03-03,676.7337036132812,679.0016196644848,666.1200629162043,671.4915420947397,105003100,2026-03-04 09:00:00
2026-03-04,681.50830078125,683.4579617719511,676.027417786932,678.026802327329,79182200,2026-03-05 09:00:00
2026-03-05,677.7084350585938,681.9061587313661,672.0385544367263,678.4743840881955,106606500,2026-03-06 09:00:00
2026-03-06,668.8256225585938,672.5358853430707,666.2194774432897,669.8501461298736,100687000,2026-03-07 09:00:00
2026-03-09,674.6845092773438,676.3257505242918,658.888450195908,662.8673051642795,102667700,2026-03-10 09:00:00
2026-03-10,673.6002807617188,679.7476047325034,671.1930903760745,674.1374043547928,81505300,2026-03-11 09:00:00
2026-03-11,672.7548217773438,676.4849986405864,669.7806371390539,673.9982140650914,68441700,2026-03-12 09:00:00
2026-03-12,662.5390625,668.0995392824933,662.3500644519811,667.6120785283837,108882200,2026-03-13 09:00:00
2026-03-13,658.7890014648438,668.7859240392634,657.863924887251,665.7321452917186,97200200,2026-03-14 09:00:00
2026-03-16,665.493408203125,668.5173163233716,663.5934708305671,664.8468199428278,82023100,2026-03-17 09:00:00
2026-03-17,667.2440185546875,670.8747480492216,666.1598145596139,668.8355969918504,87128000,2026-03-18 09:00:00
2026-03-18,657.9335327148438,666.1796881508768,657.6948111200146,664.8268919718373,82062600,2026-03-19 09:00:00
2026-03-19,656.3121337890625,659.4753162945015,651.7066041735543,653.497076818377,111272500,2026-03-20 09:00:00
2026-03-20,646.9034423828125,655.0025723674255,643.063298812559,654.8230422006715,163617500,2026-03-21 09:00:00
2026-03-23,653.6959228515625,660.9173090129275,652.2596206790361,656.3790129905765,134802700,2026-03-24 09:00:00
2026-03-24,651.5015869140625,655.3417305137531,648.2100787416998,649.6463809650626,96457500,2026-03-25 09:00:00
2026-03-25,655.1322021484375,659.1917509309695,652.5588148295345,656.9774239230809,90653800,2026-03-26 09:00:00
2026-03-26,643.432373046875,653.1672421520028,643.1630473705688,650.3844333840033,96494400,2026-03-27 09:00:00
2026-03-27,632.4606323242188,641.0085567819559,631.4831091918358,640.8489947137006,103649400,2026-03-28 09:00:00
2026-03-30,630.3460693359375,638.7245091624994,627.6630399662237,638.4651675144013,99275900,2026-03-31 09:00:00
2026-03-31,648.6688842773438,649.865752001465,636.3405988140365,637.2981538716512,152534100,2026-04-01 09:00:00
2026-04-01,653.5562744140625,656.8278752918841,651.3220400966815,652.219751792706,97841500,2026-04-02 09:00:00
2026-04-02,654.144775390625,656.5086804928782,643.4522901873171,644.7589215344626,68358700,2026-04-03 09:00:00
2026-04-06,657.23681640625,658.0247645183308,653.8356054757206,654.1746977251443,39105800,2026-04-07 09:00:00
2026-04-07,657.5260009765625,657.9150134208243,649.386996170508,654.9626585699763,69980400,2026-04-08 09:00:00
2026-04-08,674.27294921875,675.3402070755335,669.734652974974,674.6519776493207,93606100,2026-04-09 09:00:00
2026-04-09,678.162841796875,679.4096297331154,672.0386657215836,673.1059235004034,57134400,2026-04-10 09:00:00
2026-04-10,677.7140502929688,680.2774536083281,676.7066358948267,679.5692561407437,42253500,2026-04-11 09:00:00
2026-04-13,684.3369750976562,684.536473353906,674.8414790590384,675.669302461078,54185800,2026-04-14 09:00:00
2026-04-14,692.675537109375,692.7952238870419,685.8929616905456,685.9229138241225,63480500,2026-04-15 09:00:00
2026-04-15,698.1414184570312,698.480571570673,692.4161778504387,693.4734516118131,58240400,2026-04-16 09:00:00
2026-04-16,699.8569946289062,700.9741726960574,696.7350934539525,699.2585607342904,49972400,2026-04-17 09:00:00
2026-04-17,708.3152465820312,710.5594650064761,703.9464965121796,704.3255249385737,70661900,2026-04-18 09:00:00
2026-04-20,706.8988037109375,708.0857482546458,704.3254772575062,706.9587079747221,43546800,2026-04-21 09:00:00
2026-04-21,702.2708129882812,709.4523240430285,700.8345107773317,708.4548936431559,58941400,2026-04-22 09:00:00
2026-04-22,709.3825073242188,709.6218808832724,706.4001392457644,707.3278031045794,42518500,2026-04-23 09:00:00
2026-04-23,706.6295776367188,710.5295037064266,700.4754491270062,707.6768673789517,56174000,2026-04-24 09:00:00
2026-04-24,712.10546875,712.6340752101273,707.1881441382454,708.9236633096505,45182000,2026-04-25 09:00:00
2026-04-27,713.332275390625,713.7911152864904,710.4696550399041,711.3374146094498,33135900,2026-04-28 09:00:00
2026-04-28,709.8612060546875,711.0481506026886,707.4274735730012,709.9908768700561,43117400,2026-04-29 09:00:00
2026-04-29,709.7515258789062,710.3699278433978,706.5497524472755,709.1729992133655,41859200,2026-04-30 09:00:00
2026-04-30,716.8132934570312,717.9403946619685,708.6244289610544,712.7936806635566,67240900,2026-05-01 09:00:00
2026-05-01,718.7982177734375,723.0073446973263,718.6186267345964,719.3966516418469,43049800,2026-05-02 09:00:00
2026-05-04,716.1649780273438,720.2644021704073,713.152718877996,718.2196821209096,51950600,2026-05-05 09:00:00
2026-05-05,721.9102172851562,723.1769124909786,719.6360467603954,719.9153564929043,36933200,2026-05-06 09:00:00
2026-05-06,731.9443359375,732.7023927493656,725.9497697512824,726.288861980811,53288900,2026-05-07 09:00:00
2026-05-07,729.7001342773438,734.238430329629,727.8748196364371,733.161188473549,51724600,2026-05-08 09:00:00
2026-05-08,735.724609375,736.1834492768152,732.6824588199246,733.0415191543954,47227100,2026-05-09 09:00:00
2026-05-11,737.4002685546875,738.8864300819614,734.5576163199453,734.5576163199453,44024000,2026-05-12 09:00:00
2026-05-12,736.2831420898438,736.9414802248905,729.9494836014034,734.9964788307154,54185300,2026-05-13 09:00:00
2026-05-13,740.4025268554688,741.9983910774667,733.5800764180441,736.5723674930287,44200200,2026-05-14 09:00:00
2026-05-14,746.2474975585938,747.6040491923611,741.649357949993,741.7391534739264,45307600,2026-05-15 09:00:00
2026-05-15,737.2706298828125,741.5496453663399,736.0637780312098,739.8838927249178,60410800,2026-05-16 09:00:00
2026-05-18,736.751953125,739.5147938000424,731.5054597381557,737.9289136337939,47843900,2026-05-19 09:00:00
2026-05-19,731.8446044921875,735.7545755811656,729.650306265128,732.8919551385734,54255900,2026-05-20 09:00:00
2026-05-20,739.3452758789062,739.9636778498481,732.0042028263388,733.8195334397973,45768000,2026-05-21 09:00:00
2026-05-21,740.8114624023438,742.9559620700644,735.1361419849363,736.7419902854853,43332200,2026-05-22 09:00:00
2026-05-22,743.7239990234375,747.015507083493,742.566945697205,744.3224328967863,41762000,2026-05-23 09:00:00
2026-05-26,748.6613159179688,750.1973368284331,746.4469887578754,748.0827892360243,41123600,2026-05-27 09:00:00
2026-05-27,748.5316162109375,749.4492351039673,746.2973210478585,748.9505199197505,42106300,2026-05-28 09:00:00
2026-05-28,752.6609497070312,753.2095851254732,747.3047533704411,748.3221518516883,41562600,2026-05-29 09:00:00
2026-05-29,754.5361328125,756.1320579864754,752.7507543048832,753.9576670103595,55075700,2026-05-30 09:00:00
2026-06-01,756.5908203125,758.3264003155792,752.7507376917755,753.4189990020213,43634900,2026-06-02 09:00:00
2026-06-02,757.6182250976562,758.4461093852723,754.805464031348,755.0847737682097,31581900,2026-06-03 09:00:00
2026-06-03,752.3018798828125,756.8501599793441,751.6336185743088,756.2018667594974,51402500,2026-06-04 09:00:00
2026-06-04,755.1445922851562,756.3614281257201,749.5389775481502,750.1673635570705,49923000,2026-06-05 09:00:00
2026-06-05,735.65478515625,750.8855669656407,733.6400171295905,750.3768677170906,93989400,2026-06-06 09:00:00
2026-06-08,737.3204345703125,743.4247643242134,736.2931129658897,741.4498108327123,49319100,2026-06-09 09:00:00
2026-06-09,735.1560668945312,744.9807928982774,720.7332622187009,741.7191759970133,87683500,2026-06-10 09:00:00
2026-06-10,723.56591796875,736.4826536495077,723.4661992814284,731.5054857614351,60341300,2026-06-11 09:00:00
2026-06-11,735.8642578125,738.0984921563339,722.5485255148498,726.8873842592473,86330500,2026-06-12 09:00:00
2026-06-12,739.843994140625,742.5270843334097,733.1412911200548,738.8066884479139,57079500,2026-06-13 09:00:00
2026-06-15,752.890380859375,754.7356026867302,749.8282623277308,749.9179969688896,60176400,2026-06-16 09:00:00
2026-06-16,748.4019775390625,753.4988323298886,747.9531216783239,752.6111046530555,67093100,2026-06-17 09:00:00
2026-06-17,739.0560302734375,750.217278570044,737.3204502885575,749.3594421826946,85945200,2026-06-18 09:00:00
2026-06-18,746.739990234375,748.22998046875,743.8599853515625,747.760009765625,80875700,2026-06-19 09:00:00
2026-06-22,744.3900146484375,750.1799926757812,743.1300048828125,747.7000122070312,46628100,2026-06-23 09:00:00
2026-06-23,733.5800170898438,739.6300048828125,732.2999877929688,733.8099975585938,66846800,2026-06-24 09:00:00
2026-06-24,733.239990234375,739.9500122070312,730.8400268554688,735.1699829101562,57439500,2026-06-25 09:00:00
2026-06-25,734.2999877929688,739.3699951171875,729.5999755859375,738.9099731445312,53934400,2026-06-26 09:00:00
2026-06-26,728.989990234375,736.530029296875,716.5800170898438,728.9500122070312,71034000,2026-06-27 09:00:00
2026-06-29,741.0,741.5599975585938,732.0900268554688,736.530029296875,57953900,2026-06-30 09:00:00
