timestamp,close,high,low,open,volume,availability_time
2026-02-17,395.1004943847656,398.7442713079252,392.78083787972264,397.45004705087115,32078800,2026-02-18 09:00:00
2026-02-18,397.8283386230469,400.77520665339193,394.56288205367116,396.3648548030424,23223400,2026-02-19 09:00:00
2026-02-19,397.5988464355469,403.55594539020564,395.8127368785549,399.82403795970674,28234000,2026-02-20 09:00:00
2026-02-20,396.37152099609375,399.2552593187824,394.3059873534157,395.2539159508346,34015200,2026-02-21 09:00:00
2026-02-23,383.6390686035156,394.50551684604494,382.27203437696886,394.14630950985264,43238300,2026-02-24 09:00:00
2026-02-24,388.1593017578125,388.5185091169527,380.88504821898124,383.30981969967445,33884700,2026-02-25 09:00:00
2026-02-25,399.7342224121094,400.60233728073825,389.31678308531696,389.68597856263057,43625500,2026-02-26 09:00:00
2026-02-26,400.851806640625,406.6093255926281,397.8782360341113,403.8353349281015,34405900,2026-02-27 09:00:00
2026-02-27,391.8912048339844,395.9624042352165,389.0374004516944,390.03523926255787,51367200,2026-02-28 09:00:00
2026-03-02,397.6886291503906,400.32293811697235,389.78576315389057,392.01092411942045,35474900,2026-03-03 09:00:00
2026-03-03,403.0570068359375,405.82103971635513,391.82136299902305,392.2903484387299,38199200,2026-03-04 09:00:00
2026-03-04,404.32427978515625,410.14166638677375,399.44483360720756,400.4027502952161,35808000,2026-03-05 09:00:00
2026-03-05,409.79241943359375,410.72040218284053,403.525993165685,403.54596943015656,39001300,2026-03-06 09:00:00
2026-03-06,408.0761413574219,412.1572983375802,407.6271321747383,408.31564337314285,31123900,2026-03-07 09:00:00
2026-03-09,408.5251770019531,409.3234358422322,402.62794618065146,404.044890641513,30131900,2026-03-10 09:00:00
2026-03-10,404.8830871582031,409.31349393117443,402.05918625996463,409.1438479339772,31706400,2026-03-11 09:00:00
2026-03-11,404.0049743652344,408.1260534422115,400.7220762180728,404.6934855668013,25512100,2026-03-12 09:00:00
2026-03-12,400.9914855957031,405.2422886286942,400.84181586601125,403.7555185610488,27263900,2026-03-13 09:00:00
2026-03-13,394.69512939453125,403.9251383935716,393.3979511212616,400.13336309353434,26848000,2026-03-14 09:00:00
2026-03-16,399.08563232421875,399.7641553863696,393.9367805641587,397.209690545171,27733700,2026-03-17 09:00:00
2026-03-17,398.5467834472656,403.5259891234105,396.8903674487218,399.4049101655112,26228300,2026-03-18 09:00:00
2026-03-18,390.9432678222656,397.13983817793417,390.1549666521916,396.271723303423,25908500,2026-03-19 09:00:00
2026-03-19,388.1792297363281,391.6417315076428,386.2234742615233,389.2569126674818,25138800,2026-03-20 09:00:00
2026-03-20,381.0447082519531,386.16362631018524,379.29849030352204,385.95408868282834,50853200,2026-03-21 09:00:00
2026-03-23,382.1722717285156,386.3731646745857,380.85511716508233,383.07032058481127,29680100,2026-03-24 09:00:00
2026-03-24,371.9344177246094,381.6434000325674,371.04635704379217,381.53362193174286,42733600,2026-03-25 09:00:00
2026-03-25,370.2381286621094,376.2451074667104,368.831172255135,376.10542586510894,31181200,2026-03-26 09:00:00
2026-03-26,365.1790771484375,373.9101668945663,364.4007640805619,370.01860155518807,36836600,2026-03-27 09:00:00
2026-03-27,355.9989318847656,361.6666793192034,355.73951450811694,361.11784971721505,37883400,2026-03-28 09:00:00
2026-03-30,358.1842041015625,364.5703662773937,355.51000344849933,361.1178525849577,44797000,2026-03-31 09:00:00
2026-03-31,369.3699951171875,372.09407550142714,362.28533367877645,363.7621155862403,45244400,2026-04-01 09:00:00
2026-04-01,368.57171630859375,373.1817267376728,367.4042619540212,372.682807332766,29417200,2026-04-02 09:00:00
2026-04-02,372.6528625488281,372.83249667260446,363.3629859357669,366.41637016886637,24099100,2026-04-03 09:00:00
2026-04-06,372.0741271972656,372.92229624611906,368.70142726638517,372.682794233078,16146600,2026-04-07 09:00:00
2026-04-07,371.48541259765625,371.64507045865594,365.7677853538718,369.5396147715723,21443300,2026-04-08 09:00:00
2026-04-08,373.52099609375,384.167949815935,370.6073237610428,384.148004001906,33064800,2026-04-09 09:00:00
2026-04-09,372.26373291015625,372.6927962909368,366.2567237727329,371.6949574789129,30435300,2026-04-10 09:00:00
2026-04-10,370.0684814453125,374.8281921461914,369.23030048358606,372.17393720824543,28111100,2026-04-11 09:00:00
2026-04-13,383.539306640625,383.70895264062807,370.2181521550117,372.8025510733858,35745800,2026-04-14 09:00:00
2026-04-14,392.2604064941406,393.83700889302276,385.684652281273,387.0816509997633,37504500,2026-04-15 09:00:00
2026-04-15,410.3312683105469,413.47445440771634,395.8725939925935,397.1398382929036,45063400,2026-04-16 09:00:00
2026-04-16,419.35174560546875,419.9105328997013,411.2492993874727,418.95258572248235,41642400,2026-04-17 09:00:00
2026-04-17,421.87628173828125,430.64726300981,419.78081413338697,423.9018933176335,48568200,2026-04-18 09:00:00
2026-04-20,417.1664733886719,422.4150847565369,415.40027922801784,420.2398034863272,27582200,2026-04-21 09:00:00
2026-04-21,423.2433166503906,426.25677891783357,416.2983670043314,419.33177508554746,32048500,2026-04-22 09:00:00
2026-04-22,431.984375,432.7626880248645,422.7543663498755,425.2689090952171,29378200,2026-04-23 09:00:00
2026-04-23,414.8514709472656,422.7443793162959,410.5208543154444,418.9825380949446,38308000,2026-04-24 09:00:00
2026-04-24,423.7023010253906,424.0316048781353,414.9013556123021,416.0688403922519,27457400,2026-04-25 09:00:00
2026-04-27,423.9018859863281,426.1869149113369,416.1686352924954,421.46715688013995,30867300,2026-04-28 09:00:00
2026-04-28,428.3222961425781,428.99086152362304,420.9881750222059,423.6524179624475,30438100,2026-04-29 09:00:00
2026-04-29,423.5426330566406,425.8975483734993,419.38166246548025,423.6623688360089,38288300,2026-04-30 09:00:00
2026-04-30,406.8987121582031,413.5243765293071,397.1498378648014,409.92216255995794,70909400,2026-05-01 09:00:00
2026-05-01,413.5443115234375,416.2085240460113,409.5529563541748,411.9078412872606,31372400,2026-05-02 09:00:00
2026-05-04,412.72607421875,419.87060358807366,409.91216153093814,410.6505829404435,28066500,2026-05-05 09:00:00
2026-05-05,410.4909362792969,415.8792597859335,407.916495085617,414.42242364358015,25700900,2026-05-06 09:00:00
2026-05-06,413.0653381347656,417.51572107575487,404.23445872829495,407.11822745622237,30285900,2026-05-07 09:00:00
2026-05-07,419.8606262207031,427.05506598481406,417.8549909144547,419.2020489501835,34942400,2026-05-08 09:00:00
2026-05-08,414.22283935546875,417.7252633012779,413.105264767488,416.48795292910256,33383800,2026-05-09 09:00:00
2026-05-11,411.7681579589844,411.79809190456297,404.6236285818644,406.9885016374445,35657900,2026-05-12 09:00:00
2026-05-12,406.8887023925781,414.6020070114768,405.76117016707224,413.58422243338293,38594200,2026-05-13 09:00:00
2026-05-13,404.3342590332031,405.4318878236479,400.1633000811369,402.3286237155428,29667100,2026-05-14 09:00:00
2026-05-14,408.5451354980469,410.94993067744383,400.013625877668,403.6058516736889,27077500,2026-05-15 09:00:00
2026-05-15,421.0081481933594,427.24464052002446,412.01761111071977,413.3746572242232,50771200,2026-05-16 09:00:00
2026-05-18,422.6246643066406,424.2012362508279,414.7117792841577,415.71960624154525,32564100,2026-05-19 09:00:00
2026-05-19,416.51788330078125,431.7648588737268,415.58987007798993,428.9708919761278,33018700,2026-05-20 09:00:00
2026-05-20,420.1499938964844,421.18775475321456,410.4110776678385,413.2749005432513,27864000,2026-05-21 09:00:00
2026-05-21,419.0899963378906,426.3399963378906,415.7099914550781,424.75,31393500,2026-05-22 09:00:00
2026-05-22,418.57000732421875,424.3999938964844,416.3299865722656,419.5400085449219,22390300,2026-05-23 09:00:00
2026-05-26,416.0299987792969,419.7699890136719,413.0199890136719,416.42999267578125,30398000,2026-05-27 09:00:00
2026-05-27,412.6700134277344,415.94000244140625,409.5799865722656,411.010009765625,28901500,2026-05-28 09:00:00
2026-05-28,426.989990234375,429.489990234375,412.6700134277344,412.9800109863281,47250500,2026-05-29 09:00:00
2026-05-29,450.239990234375,450.3299865722656,432.3599853515625,432.54998779296875,79654400,2026-05-30 09:00:00
2026-06-01,460.5199890136719,466.32000732421875,458.2699890136719,464.8399963378906,53628900,2026-06-02 09:00:00
2026-06-02,441.30999755859375,453.5,440.42999267578125,446.8800048828125,37036800,2026-06-03 09:00:00
2026-06-03,427.3399963378906,440.3900146484375,424.25,438.45001220703125,39037000,2026-06-04 09:00:00
2026-06-04,428.04998779296875,436.1499938964844,426.4100036621094,435.80999755859375,26899500,2026-06-05 09:00:00
2026-06-05,416.6700134277344,429.4700012207031,414.3999938964844,428.3399963378906,34782200,2026-06-06 09:00:00
2026-06-08,411.739990234375,417.1600036621094,408.55999755859375,414.1400146484375,32086700,2026-06-09 09:00:00
2026-06-09,403.4100036621094,411.9800109863281,398.4800109863281,409.0299987792969,35317300,2026-06-10 09:00:00
2026-06-10,397.3599853515625,405.0400085449219,397.1600036621094,398.54998779296875,32576000,2026-06-11 09:00:00
2026-06-11,390.3399963378906,396.8500061035156,384.0,395.2099914550781,47224100,2026-06-12 09:00:00
2026-06-12,390.739990234375,391.739990234375,382.2699890136719,391.42999267578125,34865800,2026-06-13 09:00:00
2026-06-15,399.760009765625,401.75,392.8500061035156,396.79998779296875,32266400,2026-06-16 09:00:00
2026-06-16,393.8299865722656,396.8399963378906,390.69000244140625,395.7900085449219,31506800,2026-06-17 09:00:00
2026-06-17,378.9100036621094,390.3699951171875,377.32000732421875,390.25,41987800,2026-06-18 09:00:00
2026-06-18,379.3999938964844,381.3699951171875,373.2799987792969,377.82000732421875,59714200,2026-06-19 09:00:00
2026-06-22,367.3399963378906,381.6300048828125,367.07000732421875,375.739990234375,45171100,2026-06-23 09:00:00
2026-06-23,373.94000244140625,377.2200012207031,370.6700134277344,372.3800048828125,40647600,2026-06-24 09:00:00
2026-06-24,365.4599914550781,378.8800048828125,364.7799987792969,371.57000732421875,44509900,2026-06-25 09:00:00
2026-06-25,352.8299865722656,364.2300109863281,349.20001220703125,362.7699890136719,66179000,2026-06-26 09:00:00
2026-06-26,372.9700012207031,376.6099853515625,355.42999267578125,357.1499938964844,186201600,2026-06-27 09:00:00
2026-06-29,368.57000732421875,380.5,359.8999938964844,377.5,51014000,2026-06-30 09:00:00
